Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
5.780,922360,-6.344635,5.899313,6.660669,-0.023715,-0.003730,-0.980182
5.800,922380,-7.623138,5.578490,7.048530,-0.580089,-0.088732,-0.645372
5.820,922400,-5.386954,7.474698,6.181829,-0.720781,0.216900,-0.190521
5.840,922420,-2.705448,5.980716,3.677494,-0.214369,0.104453,0.239816
5.860,922440,-2.451663,0.933739,4.012682,0.286447,-0.066216,0.490025
5.880,922460,-3.682282,-1.292869,5.918467,0.223562,-0.298172,0.429937
5.900,922480,-5.511452,2.260126,7.474698,-0.020118,-0.460580,0.064617
5.920,922500,-5.679047,5.334281,10.371682,0.124172,-0.123639,-0.277254
5.940,922520,-2.202666,4.395754,14.279019,-0.212237,0.466176,-0.339207
5.960,922540,-3.524265,5.262455,15.409082,-1.063318,0.639377,-0.353462
5.980,922560,-3.758897,8.786720,12.885593,-0.704793,0.672018,-0.506678
6.000,922580,2.557007,8.245630,9.342175,0.389835,0.182926,-0.063818
6.020,922600,3.098097,2.834735,7.503428,0.677348,-0.605669,0.594211
6.040,922620,-4.079720,0.517148,6.282385,0.136029,-0.830697,0.797389
6.060,922640,-5.430049,3.715801,6.689400,0.040369,-0.441662,0.329348
6.080,922660,-5.075707,5.061342,6.181829,0.159478,-0.123772,0.018119
6.100,922680,-4.903325,8.599973,6.828263,-0.062086,-0.113513,-0.252873
6.120,922700,-4.989516,10.386047,6.052542,-0.052493,-0.286314,-0.818573
6.140,922720,-9.375694,7.417237,8.441956,-0.332279,-0.009060,-0.776072
6.160,922740,-10.285490,5.702989,10.975020,-0.730773,0.350265,-0.402225
6.180,922760,-5.181053,8.346188,8.643068,-0.604870,0.612997,-0.063951
6.200,922780,0.119710,7.034164,3.643975,0.417813,0.414349,0.577424
6.220,922800,-1.292869,-0.095768,5.353435,0.876662,-0.161476,0.932752
6.240,922820,-6.737284,-2.451663,7.067683,0.295374,-0.570363,0.426340
6.260,922840,-7.091625,2.786851,6.675035,0.008394,-0.425940,-0.148686
6.280,922860,-2.652776,6.617573,9.691729,0.242081,0.248609,-0.066882
6.300,922880,-2.001553,3.270479,14.202404,-0.297106,0.709989,0.075409
6.320,922900,-3.634398,5.702989,13.939042,-0.834561,0.478966,-0.264730
6.340,922920,-2.528277,7.623138,10.769119,-0.286847,0.398628,-0.357726
6.360,922940,1.450886,4.955997,8.221688,0.383706,-0.052093,0.076874
6.380,922960,-0.617704,2.700660,5.688623,0.386903,-0.386903,0.662292
6.400,922980,-5.875371,2.489970,5.937620,0.174799,-0.031576,0.835360
6.420,923000,-4.525041,3.318364,7.977480,0.116178,0.240349,0.290577
6.440,923020,-3.629610,6.885724,7.268796,-0.229024,-0.129634,-0.192119
6.460,923040,-4.443638,14.508862,5.166687,-0.311095,-0.092596,-0.407288
6.480,923060,-5.348647,11.693281,6.761226,0.122573,0.091397,-0.809513
6.500,923080,-7.522582,5.511452,8.810662,-0.283250,-0.036372,-0.968991
6.520,923100,-9.150639,6.737284,7.278373,-0.924891,0.337874,-0.279253
6.540,923120,-4.376601,8.791509,5.195418,-0.413949,0.822170,0.325617
6.560,923140,-0.991199,4.328717,4.745308,0.400093,0.318822,0.634580
6.580,923160,-3.691859,-2.590526,5.372589,0.482963,-0.324818,0.716251
6.600,923180,-6.110003,-2.868254,5.832275,0.139360,-0.658695,0.200913
6.620,923200,-3.974375,4.592079,8.183381,-0.042368,-0.162542,-0.075276
6.640,923220,-1.292869,4.122815,13.201628,-0.041435,0.466842,0.250208
6.660,923240,-5.324705,3.955221,13.311762,-0.505213,0.247810,-0.181061
6.680,923260,-5.525817,8.580819,10.505757,-0.277387,0.357726,-0.578490
6.700,923280,2.604892,7.264008,8.643068,0.571429,0.179995,-0.261533
6.720,923300,0.866701,2.217031,7.517793,0.575159,-0.624588,0.599940
6.740,923320,-6.574478,2.274492,4.740520,0.072345,-0.740499,1.023882
6.760,923340,-7.570466,5.286397,5.813122,0.100456,0.089531,0.852946
6.780,923360,-1.101333,8.834604,9.332599,0.083802,0.143490,0.093395
6.800,923380,-0.349553,14.709975,5.233725,-0.112047,-0.551444,-0.317090
6.820,923400,-8.279149,11.540052,4.912902,0.198248,-0.205842,-0.552110
6.840,923420,-7.929596,4.165911,8.748413,-0.136429,0.413550,-0.712920
